product_code,naics_code,raw_annotations,product_text
B08KWX5K1R,311920,"['311920', '311920', '325411', '311920', '311920', '311320', '311330', '-1', '311920', '311920', '311330', '-1']","Numi Organic Tea Turmeric Cocoa 24 Servings Golden Latte Powder CaffeineFree Packaging May Vary

ORGANIC GOLDEN MILK POWDER Blends into a delicious latte Numis Turmeric Cocoa makes a luscious latte with chocolate vanilla  coconut Enjoy hot or iced for an antioxidantrich caffeinefree tea latte
TURMERIC TEAS Whether youre looking for a mellow chamomile tea a spicy chai or a zesty ginger tea Numi has the earthy turmeric teas youre craving
TEA POWDERS From turmeric tea to matcha powder Numi Organic has the tea powders you need to add delicious tea flavor to your homemade lattes smoothies even baking recipes
NUMIS ORGANIC TEAS and tisanes bring you the flavor and health benefits of fullleaf tea in a variety of styles flavors and brewing methods from tea bags and loose leaf teas to flowering teas iced teas and bottled teas
PREMIUM ORGANIC FULLLEAF quality teas  herbal teasans blended w only 100 real fruits flowers  spices Try our black green white Puerh rooibos herbal  turmeric teas"
B08KGS2LFS,311340,"['311340', '-1', '311340', '311812', '311999']","Chefmaster Deluxe Meringue Powder for Baking  Decorating Kosher Meringue Powder for Buttercream Royal Icing Meringue Toppings Meringue Cookies and more 10 oz Ready to Use Meringue Mix
Chefmaster Deluxe Meringue Powder for Baking  Decorating Kosher Meringue Powder for Buttercream Royal Icing Meringue Toppings Meringue Cookies and more 10 oz Ready to Use Meringue Mix
CREATE DESSERT TOPPINGS Our Meringue Powder is great for making royal icing buttercream meringue of course and other dessert toppings
STABILIZE ICING  MERINGUE The ideal ingredient blend in our Meringue Powder helps stabilize and improve the body of both icing and meringue
YOUR SATISFACTION IS YOUR NO 1 PRIORITY We pride ourselves on creating dependable essentials that will make life easier If youre unhappy with your purchase please dont hesitate to reach out to us so we can improve your overall experience
YOUR NEW CUPBOARD STAPLE Meringue Powder is your new cupboard staple to whip up stiff peaks and create recipes that will not reach the safe temperature for egg whites during the prep process like royal icing
EXTRA HINT Keep all utensils greasefree Icings may be refrigerated in airtight containers beat again before using Cover bowl and tube ends with damp cloth Try the meringue powder in cookies drinks desserts and other recipes where light and airy consistency is desired Color to suit with Chefmaster Colors"
B08RS9649C,311920,"['311920', '311320', '312111', '311920', '311320', '-1', '312111', '311920', '311330', '311320']","Maxwell House International French Vanilla Café Instant Coffee 84 oz Canisters Pack of 4

Simply add to a mug of hot water and stir for a sweet and creamy caféstyle drink Also great as a coffee creamer
Only 60 calories and 25g of fat per serving Each canister contains 17 servings
Resealable canister to lock in freshness
Contains dairy
Perfect for those keeping kosher"
B00485LDGI,311822,"['311822', '311822', '311822', '311821', '311821']","Betty Crocker Delights Supreme Brownie Mix Frosted 191 oz Box Pack of 6

Betty Crocker brownies and dessert bars make it easy to turn an ordinary day into something special
From box to oven in less than 5 minutes
Just add oil water and eggs
Add your own twist to these mixes by trying tested and trusted Betty Crocker recipes
The Red Spoon is my promise of great taste quality and convenience This is a product you and your family will enjoy I guarantee it  Betty Crocker"
B07GSGFGL8,312111,"['312111', '312111', '312112', '339999', '312111']","V8 Hydrate PlantBased Hydrating Beverage Variety Pack 8 oz Can 6 Count Pack of 4

Natural electrolytes from sweet potato juice isotonic to replenish nutrients and fluids quickly
Package includes 24 8 ounces cans perfect for on the go 12 cans of Strawberry Cucumber 6 cans of Coconut Watermelon and 6 cans of Orange Grapefruit
Each can has 1 serving of vegetables no sugar added no artificial sweeteners Non GMO and gluten free
Perfect for a healthy afternoon refreshment or a great way to hydrate before or after exercise
Clean crisp delicious taste"
B083PZVFV4,311920,"['311920', '311920', '327212', '311920', '311920', '311313']","Fermentaholics USDA Certified Organic Kombucha Tea Blend 8 oz  Makes 22 Gallons  Kosher Certified  100 Organic Black and Green Tea Blend  Loose Leaf
ORIGINAL KOMBUCHA TEA BLEND  Our goto tea blend for kombucha brewing This classic is a perfect blend of organic green and black tea providing balanced nutrition for your SCOBY The green tea mellows out the boldness of the black tea producing a delicious kombucha brew while giving your SCOBY everything it needs to flourish in a balanced environment KOMBUCHA INSTRUCTIONS PRINTED ON THE BAG  Simple but complete instructions for brewing kombucha are printed right on the package Never lose or have to look them up again Makes 22 gallons of Kombucha when following the instructions provided Thats 612 months of kombucha depending on how long you ferment each batch LOOSE LEAF TEA  While this blend is perfect for your kombucha it also makes a darn good cup of tea Try it hot or iced with a squeeze of lemon Using loose leaf tea is a more sustainable option than bagged teas Bagged teas are often made with the low quality shake so with loose leaf you are getting a higher quality tea See and taste the difference
ORGANIC KOMBUCHA TEA BLEND Loose leaf Green and Black Tea provides a balanced diet for active yeast and bacteria allowing them to ferment in peak condition
MAKES 22 GALLONS OF TEA One bag gets you through the season of kombucha brewing or 140 cups of grounding goodness
ORGANIC  KOSHER We set our standards high Each batch is hand blended with love using only the highest quality ingredients
DETAILED INSTRUCTIONS FOR SUCCESS It is our mission to have your first kombucha brew be a success This starts with thorough but concise instructions put together by a team of experienced and knowledgeable kombucha brewers Weve included helpful tips and things to look for to demystify the process as much as possible
BEST SUPPORT  EDUCATION COMMUNITY The Fermentaholics support team is a fellow group of fermentation fanatics We LOVE to talk about fermentation and help each other learn grow and experiment with different techniques and flavors Reach out to have any of your fermentation questions answered"
B0000CD06J,311920,"['311920', '311920', '325411', '-1', '325411']","Cafix Coffee Substitute Crystals Jar 705 Ounces

rich bold and 100 naturally caffeine free
all natural cafix gets its rich flavor from a healthful blend of all natural ingredientsnothing artificial lightly sweetened with figs  beets
naturally caffeine free 100 caffeine free no decaf process
nongmo project verified
40 years of experience our founder carl moll established a high standard for premium coffee substitutes today we proudly continue this tradition in his honor"
B078YHYF7K,311511,"['311511', '311412', '311514', '311511', '-1']","Cool Whip MixIns Oreo Whipped Topping 8 oz Tub

One 8 oz tub of Cool Whip MixIns OREO Cookie Whipped Topping
Cool Whip MixIns OREO Cookie Whipped Topping with decadent chocolate cookie pieces
Contains tasty OREO cookie pieces to enhance your favorite desserts
No trans fat with a total of 2 g of fat per serving
Makes a perfect addition to no bake desserts"
B082V6PVV3,311920,"['311920', '311920', '311920', '311320', '311920']","Green Mountain Coffee Roasters Our Blend SingleServe Keurig KCup Pods Light Roast Coffee 96 Count

Roast light roast 100 Arabica caffeinated coffee and is certified Orthodox Union Kosher U
TASTE An eyeopening decaf as delightful as the dawn itself Clean and bright with balanced sweetness nutty flavor and a silky mouthfeel
Rich taste Medium acidity
SUSTAINABILITY Committed to 100 responsibly sourced coffee by end of 2020
Taste embark on a journey to the birthplace of coffee The volcanic plateaus of Ethiopia There awaits a bounty of floral aromas and citrus notes balanced by subtly sweet hints of chocolate and caramel for a bright uplifting encounter"
B07H5G739S,311412,"['311412', '311712', '311412', '311712', '311712', '311412']","LeGout Soup Base Cream 158 lb
Restaurant Quality
Yields 5 quarts of finished sauce
Offers an ideal foundation for soups white sauces and casseroles
Smooth creamy texture with rich flavor
Prepares more quickly and withstands heat better than fromscratch recipes
Reusable base can be frozen and thawed"
B01KT5BIZG,312111,"['312111', '312111', '312111', '312111', '312111']","Lipton Iced Tea Mango 169 Fluid Ounce Pack of 12

12 Pack of 169 Ounce BottlesMango Iced Tea



"
B00JMB43T2,311823,"['311823', '311823', '333294', '311991', '311823', '311830', '311823', '311823', '-1', '311823']","Ferrara Pasta Linguine 16 Ounce Pack of 20

Perfect when paired with your favorite pasta sauce
All natural


"
B01CD1HSQW,311920,"['-1', '311920', '311920', '311920', '311920']","Harney  Sons Premium Organic Herbal Tea Peppermint 20 Count

This tisane is a mixture of rosehips hibiscus raspberry leaves and raspberry flavor
You might never go back to regular Earl Grey once they have tasted the Supreme
Steep for 5 minutes in boiling water before drinking
Steep for 45 minutes in boiling water before drinking
Sure to kick start your day"
B08FBWWRCF,311941,"['311941', '311941', '-1', '311941', '311942']","Badia Spices Onion Powder 95 oz

Seasoning Powder



"
B00IDA73ZE,311920,"['311942', '311942', '311920', '311920', '311920']","Bittercube Cherry Bark Vanilla Bitters
pstrongAbout Bittercube Bittersstrongp pBittercube slow crafts nine varieties of artisanal bitters in a weekslong process We are active in every stage of bitters creation from conception to bottling This allows us to ensure the quality of each bottle The varietals burst of nuance and diverse sensory tones each the result of a distinctive processp br pstrongCherry Bark Vanilla Bittersstrongp pWoodsy and aromatic these rustic bitters have a pleasant aroma of cocoa and bitter almonds with flavors of vanilla fennel and star anise No premade extracts or flavors are used in our slowcrafted productsp br pSelect Ingredients Wild cherry bark Indonesian vanilla bean quassia gentian star anise mahlab cardamom ceylon cinnamon fennel pollenp br pApplication Manhattan Old Fashioned Sour Highball Also a great vanilla extract substitute or in seltzer as a dry sodap
Woodsy and aromatic
Pleasant aromas of cocoa and bitter almonds  flavors of vanilla fennel and star anise
Created by hand with real botanicals
5 oz bottle
Great in a Manhattan Old Fashioned Collins or as a Dry Soda"
B00K9ULIV6,311920,"['311920', '311920', '311920', '311920', '333294', '333294', '335211']","Eight OClock Coffee Original Decaf Coffee  18 ct
Includes Eight OClock Original Decaf Coffee Keurig KCups 18 Count  Packaging May Vary PLEASE NOTE THE PACKAGING CHANGE DUE TO A RECENT PACKAGING CHANGE THE GRAPHICAL DESIGN OF THE KCUP LIDS MAY VARY SLIGHTLY FROM IMAGE THE PRODUCT INGREDIENTS ROAST AMOUNT OF GRINDS ETC HAVE NOT CHANGED AND ARE EXACTLY THE SAME AS THIS PRODUCT HAS ALWAYS BEEN
No mess design protects from air light and moisture
Each KCup brews perfect individual servings


"
B01MZ9BWXE,339999,"['339999', '339999', '311340', '311999', '311340', '339999', '339999']","Cake Mate Candles 29 Again 1 CT





"
B000VDSRV0,311230,"['311230', '311230', '311911', '311230', '311230', '311911', '311919']","Kix Cereal 12 Oz

CEREAL Wholesome breakfast thats a good source of calcium and vitamin D to help build and maintain strong bones
PAW PATROL Kix are made with PAW Patrol shield pieces
WHOLE GRAIN Whole grain is the first ingredient Each serving provides 13 grams of whole grain at least 48 grams recommended daily
KIDS SNACK Crispy corn puffs cereal thats perfect for breakfast snack time or anytime Kix comes in three flavors your little one will love
BOX CONTAINS 1 box 12 oz"
B07FHPQQFX,311330,"['311330', '311330', '311330', '311330', '311330']","Our Specialty Chocolate Souffle Sweet Middle Sandwich Cookies Made in a Peanut Free and Nut Free Facility  6 Cookies  775 Ounces

Made in a Peanut and Tree Nut Free Facility
No Artificial Flavors No Artificial Colors No High Fructose Corn Syrup
Naturally flavored dark chocolate filled mini dessert sandwich cookies
Your favorite desserts in a bite size treat
"
